Communication_link,Power_save_mechanism,Generated_traffic,Transport_protocol,Packets_per_second,Sta_count,Uplink_delay,Downlink_delay,Uplink_pcktloss,Downlink_pcktloss,Uplink_thrpt,Downlink_thrpt,sta_nrg,ap_nrg,sta_overhead,ap_overhead
Down Link,PSM,Poisson,TCP,20.0,5,0.0,72.4508,0.0,,0.0,0.286094,58.9361,416.79,4.47997,14.1668
Down Link,Active,Poisson,TCP,50.0,5,0.0,0.3312,0.0,,0.0,2.24124,90.0653,432.946,16.6496,48.1598
Duplex,Active,Poisson,UDP,50.0,5,0.6096,0.741,0.00811579,0.0137011,3.10891,2.11047,101.793,435.094,18.4839,54.6019
Duplex,TWT,Poisson,UDP,20.0,1,17.672,226.716,1.75911,0.0,16.2367,11.5909,91.6726,426.625,7.73472,19.092
Down Link,Active,Full Buffer,UDP,10.0,3,0.0,1124.54,0.0,,0.0,38.1331,143.554,491.878,7.79776,20.4784
Duplex,TWT,Poisson,TCP,20.0,2,8.391,8.7995,1.33234,0.000833841,8.72216,5.00999,91.3687,429.736,9.35576,32.2386
Duplex,Active,Periodic,TCP,40.0,5,1.537,2.1132,0.0591607,0.0526986,3.30081,2.20057,108.677,441.057,25.1976,73.6428
Down Link,PSM,Poisson,UDP,30.0,1,0.0,4110.78,0.0,,0.0,2.67954,79.4188,418.012,7.88482,17.7667
Duplex,Active,Poisson,TCP,40.0,3,0.982333,1.24733,0.036148,0.0287012,5.7229,3.61928,113.455,440.787,25.2168,71.8068
Up Link,TWT,Full Buffer,UDP,20.0,1,3136.75,0.0,,0.0,45.3296,0.0,114.261,420.154,3.18801,10.2802
Down Link,TWT,Poisson,UDP,40.0,4,0.0,6.99875,0.0,,0.0,2.71161,79.017,424.724,5.74277,22.6068
Down Link,Active,Full Buffer,UDP,10.0,3,0.0,1119.2,0.0,,0.0,38.2033,143.571,491.914,7.95114,20.826
Down Link,TWT,Periodic,TCP,30.0,5,0.0,7.0058,0.0,,0.0,2.23414,75.7327,426.835,5.79492,31.2206
Up Link,TWT,Full Buffer,UDP,30.0,3,4003.89,0.0,,0.0,34.1328,0.0,119.71,427.343,3.48305,13.3253
Up Link,TWT,Poisson,UDP,10.0,5,7.2426,0.0,,0.0,3.84108,0.0,81.8466,419.529,3.09304,23.2742
Duplex,Active,Poisson,UDP,20.0,4,0.5615,0.72575,0.0142424,0.00436277,4.0798,2.74372,104.3,435.746,19.0467,55.7573
Duplex,Active,Periodic,UDP,20.0,3,0.601,0.917,0.00882468,0.00417126,5.67273,3.78317,107.194,435.498,18.7761,54.5006
Duplex,Active,Poisson,UDP,30.0,4,0.62825,0.90075,0.0127115,0.0159614,4.23964,2.80345,105.354,436.267,19.3164,56.7194
Duplex,Active,Full Buffer,UDP,40.0,5,6595.73,9010.84,99.1452,58.215,17.8599,1.43545,151.923,432.348,5.45318,16.5914
Down Link,TWT,Full Buffer,TCP,50.0,4,0.0,13.3955,0.0,,0.0,20.2372,95.3368,479.51,5.79454,40.1579
Down Link,Active,Full Buffer,UDP,20.0,2,0.0,1123.56,0.0,,0.0,57.2122,143.794,491.475,8.16043,20.3764
Down Link,PSM,Poisson,TCP,10.0,2,0.0,32.484,0.0,,0.0,0.603776,57.1846,416.455,4.3234,12.8572
Up Link,Active,Full Buffer,TCP,10.0,5,15.0068,0.0,,0.0,17.3744,0.0,149.325,433.165,8.21233,24.7113
Up Link,PSM,Periodic,UDP,40.0,2,0.1595,0.0,,0.0,8.08029,0.0,83.3827,422.485,7.99926,39.6117
Up Link,TWT,Poisson,TCP,30.0,1,1.898,0.0,,0.0,3.70077,0.0,64.9969,415.97,4.94773,13.8276
Up Link,Active,Poisson,UDP,10.0,2,0.1845,0.0,,0.0,9.49308,0.0,104.568,423.864,13.904,45.0099
Up Link,PSM,Full Buffer,TCP,20.0,1,15.646,0.0,,0.0,10.3977,0.0,69.4656,416.675,3.51849,10.327
Down Link,PSM,Poisson,TCP,10.0,1,0.0,13.11,0.0,,0.0,1.41373,57.6295,416.788,4.74884,13.287
Down Link,TWT,Poisson,TCP,20.0,4,0.0,6.95925,0.0,,0.0,2.94028,76.8377,426.843,6.77741,31.3752
Down Link,TWT,Poisson,TCP,40.0,3,0.0,7.00767,0.0,,0.0,3.56754,74.601,425.568,7.1246,28.5076
Duplex,TWT,Periodic,TCP,50.0,5,6.8986,6.6672,0.439961,0.00323593,2.71942,2.17673,85.4754,430.945,6.91918,41.0828
Duplex,Active,Periodic,TCP,20.0,3,1.525,1.71167,0.0513669,0.057091,5.78494,3.85516,112.324,439.539,22.8657,64.9742
Down Link,Active,Full Buffer,TCP,10.0,2,0.0,21.231,0.0,,0.0,44.6514,139.577,483.419,11.2284,30.5039
Down Link,PSM,Full Buffer,TCP,10.0,4,0.0,43.6442,0.0,,0.0,7.37815,62.4172,421.471,3.89709,12.0343
Duplex,TWT,Full Buffer,UDP,50.0,2,4900.26,1183.04,98.0538,75.1281,27.5923,4.6841,116.44,432.673,4.80269,18.3366
Up Link,Active,Poisson,TCP,50.0,3,0.547667,0.0,,0.0,5.61833,0.0,103.118,430.868,21.0982,59.7803
Duplex,Active,Full Buffer,TCP,40.0,2,4.25,37.715,0.0680078,0.00986823,23.4258,26.1336,160.704,462.498,8.3613,23.3172
Duplex,TWT,Full Buffer,TCP,30.0,4,23.2172,67.907,1.10857,0.00285776,3.49299,9.08151,71.3844,422.592,2.3292,11.6893
Down Link,TWT,Periodic,TCP,40.0,5,0.0,6.944,0.0,,0.0,2.19892,75.7077,426.484,5.29758,30.522
Up Link,Active,Full Buffer,UDP,10.0,1,1235.55,0.0,,0.0,127.78,0.0,228.117,430.226,4.10025,13.224
Up Link,Active,Poisson,TCP,20.0,3,0.598333,0.0,,0.0,6.07877,0.0,105.231,431.7,22.1519,62.8762
Down Link,Active,Periodic,TCP,20.0,1,0.0,0.291,0.0,,0.0,11.5342,102.991,433.033,19.1481,46.7102
Duplex,Active,Full Buffer,UDP,30.0,5,6628.37,8380.59,100.34,57.7674,18.0027,0.9574,151.774,432.165,5.40705,16.4868
Down Link,PSM,Full Buffer,UDP,40.0,2,0.0,725.502,0.0,,0.0,6.60278,85.4315,425.275,9.63456,23.5689
Up Link,PSM,Full Buffer,UDP,40.0,2,1137.99,0.0,,0.0,60.872,0.0,64.0986,416.031,2.93983,9.17678
Duplex,PSM,Periodic,TCP,20.0,5,206.204,57.2774,0.103793,0.198965,0.442193,0.309297,68.6797,418.318,5.9934,20.6184
Duplex,PSM,Periodic,TCP,50.0,3,204.493,47.1513,0.0869457,0.215732,0.595885,0.396106,63.8984,417.232,5.08686,16.1652
Down Link,TWT,Full Buffer,TCP,10.0,5,0.0,14.2144,0.0,,0.0,16.0142,92.6527,480.245,6.01148,41.361
Down Link,TWT,Periodic,UDP,30.0,2,0.0,7.216,0.0,,0.0,5.48376,74.3033,424.157,6.85689,20.8923
Up Link,PSM,Poisson,TCP,20.0,1,56.238,0.0,,0.0,2.39684,0.0,63.9113,416.227,5.47124,14.7185
Down Link,Active,Poisson,UDP,50.0,5,0.0,0.198,0.0,,0.0,2.20591,84.2371,428.427,10.0695,26.8893
Down Link,Active,Poisson,TCP,20.0,1,0.0,0.294,0.0,,0.0,12.2939,104.573,434.078,20.042,48.7882
Duplex,PSM,Periodic,UDP,30.0,3,4535.22,5436.96,53.3037,51.3777,2.75428,1.75808,92.5957,423.485,13.1713,33.8519
Down Link,Active,Periodic,UDP,50.0,1,0.0,0.142,0.0,,0.0,10.71,88.2092,427.841,12.4598,25.8439
Duplex,PSM,Periodic,UDP,10.0,1,3151.78,3878.78,77.5416,9.92617,17.0728,3.09291,102.258,420.881,9.65787,22.2248
Duplex,PSM,Full Buffer,TCP,10.0,2,48.977,48.5945,0.402785,0.0566049,3.25455,13.838,66.314,419.473,3.74163,11.6657
Duplex,PSM,Poisson,UDP,50.0,5,3236.21,5193.08,31.9623,73.2865,2.03025,1.44105,90.8863,425.812,16.6742,44.0832
Down Link,Active,Full Buffer,UDP,30.0,4,0.0,1120.16,0.0,,0.0,28.6367,143.079,491.719,7.78835,20.9312
Down Link,PSM,Poisson,TCP,40.0,3,0.0,47.8533,0.0,,0.0,0.359804,57.7849,416.234,4.05297,12.5827
Down Link,TWT,Full Buffer,UDP,20.0,1,0.0,633.644,0.0,,0.0,38.1313,84.8461,440.828,6.68384,15.6483
Up Link,Active,Periodic,TCP,30.0,3,0.759,0.0,,0.0,5.58275,0.0,102.271,429.441,19.6431,56.279
Down Link,Active,Poisson,TCP,40.0,4,0.0,0.35325,0.0,,0.0,2.83921,91.1561,433.254,16.9912,48.6482
Down Link,Active,Periodic,UDP,30.0,1,0.0,0.143,0.0,,0.0,10.981,88.7047,428.301,12.7973,26.4397
Down Link,Active,Full Buffer,UDP,30.0,1,0.0,1381.09,0.0,,0.0,114.16,145.212,491.069,9.27891,20.2279
Up Link,TWT,Full Buffer,TCP,30.0,2,11.5045,0.0,,0.0,8.52029,0.0,71.2203,416.774,3.17622,9.91109
Duplex,Active,Poisson,TCP,30.0,5,1.6586,1.967,0.0575863,0.068175,3.41108,2.21453,109.598,441.56,25.9941,75.7647
Up Link,TWT,Full Buffer,UDP,40.0,2,3735.22,0.0,,0.0,37.0773,0.0,119.215,423.828,3.4093,11.917
Up Link,Active,Full Buffer,TCP,10.0,2,8.411,0.0,,0.0,48.1223,0.0,177.425,434.135,7.11736,20.6766
Down Link,TWT,Poisson,TCP,10.0,1,0.0,7.825,0.0,,0.0,13.3586,75.0275,426.464,8.89642,21.6327
Down Link,PSM,Poisson,TCP,50.0,3,0.0,48.5343,0.0,,0.0,0.366798,57.7502,416.268,4.09145,12.6397
Down Link,PSM,Periodic,UDP,20.0,2,0.0,5015.95,0.0,,0.0,1.96197,80.2206,419.599,9.866,24.0938
Duplex,Active,Full Buffer,TCP,50.0,3,4.435,58.29,0.110369,0.00993816,15.0254,17.3299,152.604,462.646,8.71536,25.0734
Down Link,PSM,Poisson,TCP,20.0,3,0.0,33.8773,0.0,,0.0,0.531523,58.3698,416.781,4.47205,13.7041
Up Link,Active,Poisson,UDP,40.0,3,0.198,0.0,,0.0,5.52459,0.0,96.3399,422.686,12.508,40.481
Duplex,PSM,Full Buffer,UDP,30.0,1,1618.8,2166.21,101.589,97.9476,38.6686,26.9519,92.4543,445.075,3.00038,159.056
Down Link,TWT,Periodic,TCP,30.0,2,0.0,7.281,0.0,,0.0,5.57741,74.056,425.741,7.94923,26.6939
Up Link,TWT,Poisson,TCP,30.0,2,7.4785,0.0,,0.0,8.78668,0.0,84.9845,421.701,8.59021,29.6505
Up Link,TWT,Full Buffer,TCP,50.0,3,13.9717,0.0,,0.0,5.43855,0.0,69.0239,416.797,3.3651,10.5213
Down Link,PSM,Poisson,UDP,50.0,1,0.0,4539.83,0.0,,0.0,2.55348,79.2302,417.848,7.74624,17.522
Duplex,PSM,Poisson,UDP,50.0,1,3376.74,4854.8,75.9611,8.55895,16.3009,2.74318,100.632,420.452,9.40857,22.0365
Up Link,Active,Full Buffer,TCP,40.0,2,8.431,0.0,,0.0,48.2841,0.0,177.126,434.172,7.10139,20.6517
Up Link,PSM,Poisson,UDP,50.0,1,0.154,0.0,,0.0,15.6436,0.0,97.778,422.23,11.9207,38.5781
Up Link,PSM,Poisson,UDP,50.0,3,0.201333,0.0,,0.0,5.5326,0.0,82.8119,422.674,7.10452,40.3389
Up Link,PSM,Poisson,UDP,40.0,2,0.1865,0.0,,0.0,8.32511,0.0,85.6579,422.55,8.46314,39.8597
Down Link,Active,Poisson,TCP,20.0,5,0.0,0.371,0.0,,0.0,2.33267,90.6661,433.668,17.1222,49.5695
Duplex,TWT,Poisson,UDP,50.0,3,7.21067,7.96467,0.0676547,0.0,5.40649,3.72071,87.167,428.225,7.26517,30.3653
Duplex,TWT,Periodic,UDP,30.0,1,20.218,150.425,2.19593,0.0586232,16.4707,10.7562,90.7016,425.69,6.06241,16.2682
Up Link,TWT,Periodic,TCP,40.0,4,7.0185,0.0,,0.0,4.12523,0.0,85.7751,423.236,7.96559,38.2064
Up Link,PSM,Periodic,TCP,40.0,4,0.562,0.0,,0.0,0.641368,0.0,75.1602,416.061,2.07978,13.4751
Duplex,PSM,Periodic,TCP,20.0,5,358.444,156.118,0.0584063,0.185218,0.491147,0.352516,69.9832,418.785,6.64441,22.503
Duplex,Active,Poisson,UDP,10.0,5,0.9032,1.393,0.0274369,0.017991,3.77753,2.59526,107.487,439.082,21.0856,62.3525
Down Link,Active,Full Buffer,TCP,30.0,4,0.0,43.769,0.0,,0.0,22.5141,137.825,483.191,11.2541,32.287
Duplex,TWT,Poisson,TCP,20.0,3,7.54767,8.12933,0.169823,0.00640026,6.05403,3.90348,91.33,432.889,9.67337,42.9186
Up Link,PSM,Poisson,UDP,50.0,3,0.218,0.0,,0.0,5.4431,0.0,82.8188,422.562,7.23678,39.8518
Duplex,PSM,Periodic,UDP,40.0,2,4467.0,5336.17,63.005,44.0985,4.90482,2.08683,92.257,421.835,11.3603,28.2478
Down Link,PSM,Periodic,UDP,10.0,5,0.0,4867.02,0.0,,0.0,1.49603,83.4649,424.291,15.6941,40.782
Down Link,Active,Poisson,TCP,40.0,4,0.0,0.37,0.0,,0.0,2.79523,90.6861,432.748,16.5644,47.4963
Down Link,Active,Full Buffer,UDP,40.0,3,0.0,1125.25,0.0,,0.0,38.1182,143.046,491.316,7.79387,20.4616
Down Link,PSM,Poisson,UDP,20.0,4,0.0,5154.21,0.0,,0.0,1.60002,82.4538,422.87,13.8847,35.6747
Duplex,Active,Poisson,TCP,50.0,2,0.797,0.814,0.018079,0.0157587,7.76107,5.64162,116.459,439.683,24.3327,66.3297
Duplex,Active,Periodic,UDP,20.0,4,0.443,0.41275,0.0,0.00335264,4.25369,2.83355,105.755,436.967,20.2075,58.999
Duplex,PSM,Poisson,TCP,50.0,4,171.048,83.8397,0.0492659,0.169215,0.626573,0.372999,71.294,418.487,6.24235,21.5756
Up Link,TWT,Full Buffer,UDP,40.0,4,4369.56,0.0,,0.0,30.5857,0.0,117.043,429.823,1.95725,14.535
Up Link,PSM,Poisson,UDP,10.0,1,0.161,0.0,,0.0,18.4826,0.0,105.139,423.567,13.5329,43.8136
Down Link,Active,Full Buffer,TCP,40.0,1,0.0,9.68,0.0,,0.0,91.638,146.056,483.727,11.6854,28.5125
Duplex,Active,Periodic,TCP,50.0,5,1.0936,1.9584,0.0729134,0.02125,3.27087,2.18004,109.958,442.245,27.214,79.8704
Down Link,Active,Poisson,TCP,10.0,5,0.0,0.423,0.0,,0.0,2.57912,92.4858,435.828,18.7053,54.0535
Down Link,PSM,Periodic,TCP,50.0,3,0.0,49.1767,0.0,,0.0,0.386263,57.5252,416.37,4.25733,12.9124
Up Link,Active,Poisson,UDP,20.0,2,0.183,0.0,,0.0,8.75204,0.0,102.078,423.102,12.9957,42.0507
Up Link,PSM,Periodic,UDP,20.0,5,0.2028,0.0,,0.0,3.40033,0.0,80.4771,422.93,5.82165,41.4248
Duplex,PSM,Full Buffer,TCP,50.0,1,4.087,17.123,0.452783,0.0027664,8.45203,52.4499,64.805,418.741,3.39828,10.1239
Up Link,Active,Periodic,UDP,50.0,5,0.1858,0.0,,0.0,3.20635,0.0,92.2969,422.468,12.2937,39.7052
Up Link,TWT,Periodic,TCP,10.0,2,7.5735,0.0,,0.0,9.63912,0.0,87.8143,422.317,8.95126,31.3365
Down Link,TWT,Poisson,TCP,40.0,3,0.0,6.908,0.0,,0.0,3.64858,75.1877,425.896,7.3614,29.2714
Duplex,TWT,Poisson,UDP,50.0,5,12.9924,8.7742,0.77601,0.0103661,3.3126,2.12128,86.5065,429.586,5.6182,33.3733
Duplex,Active,Poisson,UDP,10.0,4,0.9085,1.06125,0.0229811,0.0257276,4.72006,3.10051,108.437,438.01,20.6396,60.3404
Down Link,Active,Full Buffer,TCP,20.0,1,0.0,9.632,0.0,,0.0,92.0977,146.184,483.617,11.633,28.3659
Duplex,TWT,Periodic,UDP,10.0,4,7.22775,7.788,0.0843085,0.0142773,4.72001,3.15031,87.822,430.755,6.38774,35.6757
Down Link,PSM,Periodic,UDP,10.0,4,0.0,4906.62,0.0,,0.0,1.59839,82.4251,422.819,13.8775,35.5993
Down Link,PSM,Full Buffer,UDP,20.0,1,0.0,939.087,0.0,,0.0,11.7526,84.22,423.417,7.35832,16.8443
Down Link,Active,Periodic,UDP,40.0,1,0.0,0.142,0.0,,0.0,10.7913,88.4076,428.025,12.5956,26.0837
Down Link,PSM,Periodic,TCP,50.0,1,0.0,18.518,0.0,,0.0,1.0265,56.6167,416.148,4.17664,11.9709
Duplex,PSM,Full Buffer,TCP,10.0,3,38.463,75.488,0.956342,0.0100271,4.63221,7.31448,81.4354,421.422,4.21076,15.9166
Down Link,Active,Periodic,UDP,10.0,3,0.0,0.165333,0.0,,0.0,4.20039,86.5514,430.341,11.5839,29.2513
Down Link,PSM,Full Buffer,UDP,40.0,1,0.0,966.809,0.0,,0.0,12.3387,84.6528,423.865,7.42565,16.9561
Up Link,Active,Full Buffer,TCP,40.0,2,8.7205,0.0,,0.0,47.9456,0.0,177.933,433.699,7.13678,20.5656
Duplex,Active,Full Buffer,UDP,50.0,3,4240.12,8297.52,97.9001,54.4675,32.1811,3.22306,163.085,434.321,5.30091,16.2075
Up Link,TWT,Periodic,TCP,30.0,2,6.853,0.0,,0.0,5.93799,0.0,75.2991,419.272,6.6961,22.5339
Duplex,TWT,Full Buffer,UDP,40.0,3,5434.45,728.919,96.7018,66.4487,24.1985,4.02425,115.8,439.762,5.05726,23.9902
Down Link,TWT,Periodic,UDP,20.0,5,0.0,7.1926,0.0,,0.0,2.26605,81.0918,425.529,5.80703,23.0475
Up Link,Active,Poisson,TCP,40.0,4,0.559,0.0,,0.0,4.18222,0.0,100.471,431.121,21.1377,60.9891
Down Link,PSM,Poisson,TCP,30.0,4,0.0,50.2825,0.0,,0.0,0.348677,58.8813,416.747,4.41399,13.8476
Up Link,TWT,Poisson,UDP,40.0,2,7.2175,0.0,,0.0,7.9047,0.0,78.8587,418.115,4.50975,17.5597
Duplex,TWT,Full Buffer,UDP,50.0,4,6276.3,800.42,93.1822,62.0789,20.3296,4.78038,113.108,447.158,3.87286,27.1108
Down Link,Active,Poisson,UDP,20.0,4,0.0,0.18725,0.0,,0.0,2.81752,84.7911,428.769,10.4197,27.2776
Up Link,TWT,Poisson,TCP,50.0,4,6.938,0.0,,0.0,4.02694,0.0,84.4397,423.056,7.00653,37.8149
Duplex,Active,Poisson,TCP,40.0,4,1.21275,1.6755,0.0482462,0.029079,4.10059,2.77016,110.504,441.208,25.1934,73.0512
Down Link,PSM,Periodic,TCP,30.0,2,0.0,34.389,0.0,,0.0,0.58146,57.1336,416.396,4.27526,12.7443
Duplex,TWT,Full Buffer,TCP,40.0,1,5.989,18.23,0.197634,0.00216675,9.99907,37.5814,72.7638,419.698,3.60545,10.5658
Up Link,TWT,Full Buffer,TCP,30.0,4,23.2213,0.0,,0.0,4.93856,0.0,70.446,417.492,2.79792,11.271
Duplex,Active,Poisson,TCP,20.0,5,1.6862,2.2266,0.0758423,0.0619651,3.46121,2.3195,110.195,441.975,25.7289,75.4298
Up Link,PSM,Poisson,TCP,40.0,2,96.4675,0.0,,0.0,0.914704,0.0,63.4344,416.1,4.70871,14.5646
Duplex,PSM,Periodic,UDP,40.0,5,3303.82,5345.82,32.4405,75.3885,1.95242,1.47509,90.2411,425.725,16.5954,43.8319
Up Link,PSM,Poisson,TCP,10.0,2,121.723,0.0,,0.0,1.15177,0.0,63.9429,416.582,5.53055,16.3347
Duplex,TWT,Poisson,TCP,40.0,2,8.105,8.3405,1.28476,0.0211773,7.87643,4.597,89.2731,428.685,9.2836,31.8641
Up Link,TWT,Poisson,UDP,20.0,3,6.91067,0.0,,0.0,5.50349,0.0,79.6028,418.624,4.50814,19.7132
Up Link,PSM,Poisson,UDP,40.0,4,0.217,0.0,,0.0,4.00819,0.0,80.6108,422.364,6.24014,39.2273
Up Link,PSM,Periodic,UDP,50.0,1,0.167,0.0,,0.0,16.0263,0.0,98.19,422.343,12.0438,39.0183
Up Link,PSM,Full Buffer,TCP,10.0,3,34.1073,0.0,,0.0,3.67066,0.0,68.2582,416.78,3.92629,12.676
Down Link,TWT,Periodic,UDP,30.0,5,0.0,7.2486,0.0,,0.0,2.19586,82.7285,425.305,5.66483,22.6041
Duplex,TWT,Periodic,TCP,20.0,4,7.44725,7.8785,0.118651,0.0233895,4.33577,2.89508,89.5679,433.881,7.54552,48.2065
Up Link,PSM,Periodic,UDP,10.0,2,0.162,0.0,,0.0,9.44724,0.0,89.727,423.805,8.82621,44.7818
Duplex,PSM,Periodic,UDP,50.0,3,4369.19,5557.2,52.6162,51.0399,2.70362,1.73816,92.4244,423.373,13.0409,33.5494
Duplex,TWT,Periodic,TCP,10.0,3,7.337,7.94967,0.0639064,0.0120833,6.42632,4.29413,93.5898,434.676,10.2847,46.188
Duplex,Active,Periodic,UDP,10.0,1,0.489,0.477,0.00111939,0.0,18.9194,12.6126,127.132,435.675,19.7654,50.11
Duplex,TWT,Periodic,TCP,10.0,5,8.1616,7.6512,0.253716,0.0203876,2.66486,2.48818,83.2755,429.33,5.51072,37.1546
Up Link,TWT,Periodic,UDP,10.0,3,6.98033,0.0,,0.0,6.30047,0.0,81.7204,419.184,4.74076,21.1753
Down Link,PSM,Poisson,TCP,10.0,2,0.0,26.698,0.0,,0.0,0.660091,57.9472,416.641,4.4165,13.2518
Down Link,TWT,Full Buffer,UDP,20.0,2,0.0,614.873,0.0,,0.0,32.0864,94.8893,459.608,6.38766,20.2329
Down Link,TWT,Periodic,TCP,40.0,1,0.0,7.749,0.0,,0.0,10.9637,72.3124,424.386,7.91867,19.5589
Duplex,TWT,Full Buffer,UDP,50.0,5,4592.86,800.457,92.4405,70.316,15.4376,4.94537,107.936,448.605,4.34917,29.0195
Up Link,PSM,Poisson,UDP,30.0,2,0.181,0.0,,0.0,8.1577,0.0,85.4723,422.526,8.44376,39.7705
Down Link,TWT,Poisson,TCP,50.0,3,0.0,7.16833,0.0,,0.0,3.74072,75.1607,425.974,7.04041,28.8866
Duplex,PSM,Poisson,UDP,10.0,2,4597.41,4397.36,64.8374,36.9694,6.2682,2.27487,95.6974,422.732,11.7018,29.1311
Duplex,Active,Full Buffer,UDP,50.0,4,5188.56,5228.38,101.619,52.1632,25.2873,0.883336,157.468,432.104,5.2081,16.1393
Down Link,Active,Periodic,UDP,20.0,2,0.0,0.1415,0.0,,0.0,5.66396,86.3166,428.823,11.3408,27.2196
Down Link,PSM,Full Buffer,UDP,10.0,1,0.0,949.093,0.0,,0.0,11.9823,84.3874,423.59,7.38467,16.8834
Down Link,TWT,Periodic,UDP,10.0,5,0.0,7.0082,0.0,,0.0,2.52034,83.548,426.699,6.25894,25.2585
Down Link,Active,Poisson,UDP,50.0,1,0.0,0.142,0.0,,0.0,10.5015,88.0048,427.651,12.3203,25.5977
Down Link,PSM,Periodic,TCP,50.0,4,0.0,62.4925,0.0,,0.0,0.318503,58.3186,416.53,4.32747,13.4714
Up Link,Active,Full Buffer,TCP,30.0,1,4.756,0.0,,0.0,104.664,0.0,218.256,434.836,6.82086,18.5585
Up Link,Active,Full Buffer,UDP,10.0,2,2463.24,0.0,,0.0,59.9276,0.0,182.779,430.371,4.43488,14.08
Duplex,Active,Poisson,UDP,30.0,2,0.516,0.581,0.00136988,0.00508156,8.40916,5.19219,110.483,434.369,18.5353,52.12
Duplex,TWT,Full Buffer,TCP,40.0,3,14.9443,53.1917,0.705003,0.00552344,3.84065,13.4519,69.2587,421.477,3.4236,11.0677
Down Link,TWT,Full Buffer,UDP,40.0,2,0.0,613.407,0.0,,0.0,31.9271,94.3972,459.057,6.32751,20.079
Down Link,PSM,Full Buffer,UDP,10.0,4,0.0,760.291,0.0,,0.0,17.9806,78.2961,423.8,9.86282,25.9068
Duplex,PSM,Poisson,TCP,20.0,4,142.625,91.4647,0.0184706,0.298954,0.517487,0.399139,65.9115,418.125,5.88991,19.1233
Duplex,PSM,Periodic,UDP,30.0,5,3346.4,5359.97,33.7341,75.3012,1.95035,1.47284,90.3687,425.748,16.6348,43.888
Duplex,Active,Poisson,TCP,20.0,1,0.565,0.532,0.00368369,0.00168557,17.083,11.7167,130.906,438.174,23.2151,57.635
Duplex,Active,Periodic,UDP,10.0,4,0.711,0.776,0.0134833,0.0120136,4.72494,3.15047,109.214,438.916,21.4212,62.56
Up Link,TWT,Poisson,UDP,50.0,1,7.99,0.0,,0.0,16.6798,0.0,82.6473,417.657,4.53141,14.6422
Down Link,PSM,Poisson,TCP,20.0,2,0.0,31.6825,0.0,,0.0,0.622905,57.3814,416.537,4.37294,13.0243
Duplex,TWT,Full Buffer,TCP,50.0,2,13.455,31.726,0.355944,0.00422681,5.0196,20.734,71.2325,421.57,3.46666,10.7499
Down Link,PSM,Poisson,UDP,30.0,3,0.0,5078.3,0.0,,0.0,1.74991,81.3962,421.335,11.9828,30.1895
Down Link,TWT,Periodic,TCP,30.0,5,0.0,6.9786,0.0,,0.0,2.23422,77.3616,426.741,5.88128,30.9693
Duplex,Active,Poisson,UDP,10.0,3,0.769,0.866,0.0145657,0.0155704,6.40509,4.21488,111.521,438.176,20.8696,60.0578
Duplex,TWT,Poisson,UDP,40.0,5,12.3082,8.7816,0.738685,0.0271378,3.25874,2.11523,86.2038,429.437,5.43725,33.4685
Up Link,TWT,Full Buffer,TCP,50.0,3,17.4213,0.0,,0.0,5.40736,0.0,69.1782,416.777,3.20988,10.2807
Up Link,TWT,Periodic,TCP,50.0,3,7.05433,0.0,,0.0,5.44349,0.0,84.8396,422.596,8.42069,34.9989
Duplex,Active,Full Buffer,UDP,20.0,5,6235.19,5393.59,102.05,54.122,19.4663,1.55189,153.314,430.725,5.25376,16.2313
Down Link,Active,Periodic,UDP,10.0,1,0.0,0.142,0.0,,0.0,12.6067,90.8777,430.314,14.2876,29.071
Duplex,PSM,Poisson,UDP,30.0,4,3618.56,5658.66,43.0632,74.2228,1.78083,1.57927,91.1237,424.575,14.8175,38.6906
Up Link,TWT,Periodic,TCP,20.0,5,7.863,0.0,,0.0,3.46709,0.0,84.2417,423.566,6.02664,39.6341
Up Link,PSM,Periodic,UDP,40.0,1,0.16,0.0,,0.0,16.2163,0.0,99.1439,422.522,12.2818,39.7173
Duplex,Active,Full Buffer,TCP,50.0,5,4.4006,97.8988,0.167226,0.0242407,8.36608,10.5498,145.644,464.034,8.99777,26.5794
Duplex,TWT,Poisson,UDP,50.0,4,6.9835,7.5655,0.0700535,0.00947795,3.76979,2.64288,85.4903,427.962,6.35138,31.5738
Down Link,Active,Periodic,UDP,40.0,4,0.0,0.285,0.0,,0.0,2.70037,84.355,428.2,10.1032,26.5225
Up Link,Active,Poisson,UDP,30.0,3,0.204,0.0,,0.0,5.31433,0.0,95.5422,422.384,12.1452,39.2993
Down Link,PSM,Poisson,UDP,40.0,1,0.0,4440.72,0.0,,0.0,2.48531,78.9733,417.745,7.68422,17.4197
Up Link,PSM,Full Buffer,UDP,40.0,5,1170.2,0.0,,0.0,15.5321,0.0,102.556,430.349,6.15557,54.9096
Down Link,Active,Periodic,TCP,20.0,2,0.0,0.308,0.0,,0.0,5.7784,95.4882,433.29,17.8067,48.3029
Down Link,TWT,Periodic,UDP,30.0,2,0.0,7.208,0.0,,0.0,5.48695,72.2039,424.152,6.84683,20.8755
Up Link,Active,Periodic,UDP,30.0,2,0.1485,0.0,,0.0,8.22394,0.0,100.545,422.639,12.4647,40.2484
Down Link,TWT,Poisson,TCP,30.0,2,0.0,7.2875,0.0,,0.0,5.73511,74.3051,425.879,8.02327,27.0872
